
ลำดับ,รหัสสถานบริการ,,ชื่อสถานบริการ,,ตำบล/แขวงที่ตั้ง,อำเภอ/เขตที่ตั้ง,,จังหวัดที่ตั้ง,สปสช.เขตที่ตั้ง,,สถานะการขึ้นทะเบียน,,,สังกัดหลัก,สังกัดย่อย
1199,G1170,,ศูนย์ส่งเสริมทักษะชีวิตบุคคลออทิสติกพัทยา จังหวัดชลบุรี,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1200,G1173,,ศูนย์ส่งเสริมทักษะชีวิตบุคคลออทิสติกจังหวัดชลบุรี,,สุรศักดิ์,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1201,G1264,,กองทุนช่วยเหลือผู้ป่วยยากจน(นายสุวิทย์ เทพสุวรรณ)โรงพยาบาลมะ,,เสม็ด,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1202,G1281,,สภาองค์กรชุมชนตำบลเกาะจันทร์,,-,เกาะจันทร์,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,องค์กรภาคประชาสังคม,
1203,HA0000005,,โรงพยาบาลพญาไท บ่อวิน โรงพยาบาลทั่วไปขนาดกลาง,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,, - ,,,เอกชน,คลินิก (เอกชน),
1204,HA0000011,,โรงพยาบาลทั่วไปขนาดกลางแปซิฟิค การ์เดน,,บ่อวิน,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,โรงพยาบาล (เอกชน),
1205,Q0118,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุและคนพิการ องค์การบริหารส่วนตำบลโคกขี้หนอน,,โคกขี้หนอน,พานทอง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1206,Q0119,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุและผู้พิการเทศบาลเมืองปรกฟ้า,,เกาะจันทร์,เกาะจันทร์,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1207,Q0124,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุตำบลนาป่า,,นาป่า,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1208,Q0140,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุเทศบาลตำบลบ้านบึง,,บ้านบึง,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1209,Q0144,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุ องค์การบริหารส่วนตำบลทุ่งขวาง,,ทุ่งขวาง,พนัสนิคม,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1210,Q0154,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุและผู้สูงอายุที่มีภาวะพึ่งพิงเทศบาลตำบลเขตรอุดมศักดิ์,,สัตหีบ,สัตหีบ,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1211,Q0161,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุ  ผู้พิการและประชาชนเทศบาลเมืองชลบุรี,,มะขามหย่ง,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1212,Q0171,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุ เทศบาลตำบลเกาะสีชัง,,ท่าเทววงษ์,เกาะสีชัง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1213,Q0188,,ศูนย์พัฒนาคุณภาพชีวิตผู้สูงอายุตำบลหนองบอนแดง,,หนองบอนแดง,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
1214,Q0190,,ศูนย์พัฒนาและฟื้นฟูคุณภาพชีวิตผู้สูงอายุและคนพิการ เทศบาลนครแหลมฉบัง,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,ศูนย์บริการคนพิการ,
